node_id,state,tilt,displacement,crack_width,vibration,load_change,temperature,humidity,battery,rate_tilt_5m,rate_disp_5m,rate_crack_5m,risk_score,risk_level
N4,SUBSIDENCE,7.54,38.41,5.77,1.522,68.31,38.8,79.2,97.0,0.428,4.485,0.642,100.0,CRITICAL
N3,WARNING,2.21,6.98,3.25,0.72,24.12,28.7,88.7,60.6,0.107,0.479,0.054,53.6,HIGH
N6,NORMAL,0.78,1.79,0.9,0.141,0.82,25.0,81.2,94.7,0.038,0.063,0.012,9.3,LOW
N5,SUBSIDENCE,7.21,34.05,20.27,2.593,41.61,39.5,68.8,91.0,0.381,3.752,0.291,100.0,CRITICAL
N2,NORMAL,1.05,0.9,0.54,0.172,4.69,25.4,69.3,86.9,0.047,0.027,0.001,12.4,LOW
N4,NORMAL,0.98,0.32,0.89,0.14,1.71,28.7,80.8,75.5,0.049,0.027,0.004,9.6,LOW
N5,NORMAL,1.01,2.26,0.97,0.151,2.26,38.0,72.8,78.7,0.031,0.019,0.005,13.6,LOW
N4,NORMAL,0.52,1.78,0.34,0.129,4.73,28.2,73.1,85.2,0.013,0.037,0.007,9.2,LOW
N4,SUBSIDENCE,8.16,26.82,18.41,1.256,47.73,35.2,79.9,68.1,1.07,2.109,0.467,100.0,CRITICAL
N4,NORMAL,0.39,1.86,0.33,0.053,4.76,30.0,87.6,82.1,0.004,0.015,0.014,9.0,LOW
N2,WARNING,1.29,6.26,3.42,0.495,14.23,24.6,90.2,62.1,0.054,0.735,0.183,44.7,MEDIUM
N5,NORMAL,0.88,1.8,0.92,0.046,1.97,27.6,75.0,69.7,0.027,0.003,0.013,9.3,LOW
N1,NORMAL,0.16,0.58,0.21,0.112,-1.06,26.2,88.9,62.9,0.046,0.023,0.013,7.9,LOW
N1,SUBSIDENCE,9.77,22.55,12.38,2.014,65.15,28.5,83.2,86.1,0.308,0.897,1.242,100.0,CRITICAL
N2,NORMAL,0.87,1.57,0.63,0.113,4.5,25.1,94.8,95.6,0.033,0.035,0.007,10.7,LOW
N2,NORMAL,0.15,2.18,0.14,0.058,2.77,30.9,72.8,60.4,0.037,0.051,0.019,4.2,LOW
N6,NORMAL,1.05,1.11,0.78,0.144,-1.7,30.9,82.7,64.1,0.041,0.029,0.017,9.5,LOW
N4,SUBSIDENCE,6.72,43.92,20.67,4.18,73.27,39.3,91.3,84.8,1.527,2.484,1.427,100.0,CRITICAL
N5,NORMAL,1.19,2.46,0.48,0.069,-0.69,24.7,73.0,79.9,0.034,0.003,0.015,11.2,LOW
N5,NORMAL,0.21,0.28,0.48,0.162,0.86,24.6,65.9,78.5,0.01,0.041,0.014,6.9,LOW
N3,NORMAL,0.84,1.61,0.64,0.047,1.77,33.0,93.7,64.3,0.019,0.011,0.003,8.6,LOW
N3,NORMAL,0.64,0.77,0.28,0.056,1.82,29.4,71.5,81.5,0.003,0.074,0.012,6.7,LOW
N1,WARNING,3.4,6.39,1.84,0.603,20.12,29.7,79.4,92.0,0.062,0.532,0.074,49.7,MEDIUM
N3,NORMAL,0.74,0.98,0.66,0.051,3.76,28.6,77.7,74.7,0.01,0.056,0.004,10.3,LOW
N3,NORMAL,1.13,0.71,0.18,0.103,4.64,24.1,74.1,85.5,0.025,0.096,0.004,8.9,LOW
N1,NORMAL,0.75,0.76,0.66,0.153,2.81,24.6,75.8,92.6,0.036,0.031,0.011,9.4,LOW
N6,NORMAL,0.97,2.36,0.97,0.176,-0.9,29.0,81.0,78.1,0.006,0.088,0.008,13.7,LOW
N1,SUBSIDENCE,5.4,39.25,20.37,3.329,38.61,34.0,68.0,98.4,0.477,2.08,0.946,100.0,CRITICAL
N3,NORMAL,0.68,1.19,0.19,0.172,1.13,35.3,81.4,64.2,0.006,0.061,0.007,8.2,LOW
N5,SUBSIDENCE,9.88,19.27,11.35,3.426,42.98,26.3,81.3,75.2,1.767,3.398,0.491,100.0,CRITICAL
N3,NORMAL,0.13,1.6,0.31,0.072,-0.86,31.5,79.1,88.2,0.007,0.014,0.018,4.9,LOW
N4,NORMAL,0.45,2.09,0.2,0.148,-1.61,27.4,66.3,83.9,0.008,0.089,0.002,8.3,LOW
N4,SUBSIDENCE,6.29,31.44,5.54,2.113,62.88,29.9,85.9,74.7,1.105,1.892,1.481,100.0,CRITICAL
N4,NORMAL,0.69,0.72,0.17,0.176,1.79,35.5,72.4,81.7,0.023,0.064,0.004,8.9,LOW
N6,WARNING,1.49,5.66,2.45,0.34,14.23,34.1,81.4,63.3,0.052,0.119,0.158,34.9,MEDIUM
N2,SUBSIDENCE,11.5,34.4,8.27,3.067,43.36,25.6,84.6,93.2,1.469,2.579,0.762,100.0,CRITICAL
N4,NORMAL,0.42,0.23,0.78,0.122,3.44,25.1,79.1,94.7,0.027,0.046,0.004,8.1,LOW
N5,NORMAL,0.17,2.47,0.95,0.123,4.4,36.3,93.7,93.5,0.028,0.04,0.011,12.3,LOW
N6,WARNING,1.61,5.75,2.33,0.454,17.85,26.9,83.7,81.5,0.067,0.692,0.245,43.9,MEDIUM
N2,NORMAL,1.09,1.82,0.75,0.172,2.64,32.3,85.5,80.2,0.023,0.005,0.018,9.9,LOW
N2,NORMAL,0.53,1.36,0.05,0.148,-0.89,26.4,77.0,76.6,0.017,0.009,0.016,5.0,LOW
N4,NORMAL,0.45,2.18,0.77,0.139,-0.42,30.7,72.5,78.3,0.009,0.025,0.008,8.4,LOW
N3,NORMAL,0.3,0.82,0.26,0.136,1.21,35.1,73.5,80.4,0.031,0.067,0.001,4.6,LOW
N1,WARNING,1.98,6.75,1.68,0.729,17.0,31.7,76.5,67.2,0.228,0.549,0.191,46.4,MEDIUM
N3,NORMAL,0.67,0.34,0.06,0.118,1.36,26.8,82.6,94.4,0.025,0.032,0.016,6.0,LOW
N3,NORMAL,1.02,0.27,0.28,0.134,3.19,35.2,70.8,97.7,0.024,0.02,0.006,7.7,LOW
N2,WARNING,2.35,4.06,2.17,0.326,16.53,33.2,89.3,69.1,0.083,0.676,0.242,38.9,MEDIUM
N2,NORMAL,0.17,1.64,0.82,0.153,1.73,33.8,70.6,71.2,0.031,0.037,0.017,10.4,LOW
N6,NORMAL,0.27,1.36,0.2,0.045,-0.88,37.9,66.2,82.8,0.013,0.081,0.019,5.6,LOW
N6,WARNING,1.81,7.94,3.95,0.712,5.43,36.0,86.0,67.4,0.089,0.487,0.063,46.4,MEDIUM
N2,NORMAL,1.0,1.35,0.71,0.042,1.62,33.0,84.3,68.2,0.039,0.035,0.004,8.5,LOW
N5,WARNING,1.36,3.42,1.83,0.201,32.68,31.0,81.1,90.9,0.108,0.617,0.115,35.5,MEDIUM
N5,SUBSIDENCE,10.2,13.23,9.46,2.727,59.78,27.5,74.1,72.0,0.499,2.311,0.523,100.0,CRITICAL
N1,NORMAL,0.21,1.54,0.31,0.048,3.73,33.4,76.7,80.5,0.0,0.045,0.009,4.9,LOW
N2,NORMAL,1.1,0.59,0.11,0.139,3.2,29.3,92.1,94.4,0.046,0.098,0.008,9.9,LOW
N4,NORMAL,0.51,0.38,0.58,0.063,4.36,36.1,82.8,68.6,0.04,0.09,0.002,4.4,LOW
N6,NORMAL,0.43,1.25,0.63,0.057,-0.55,34.7,88.0,97.0,0.045,0.085,0.015,6.3,LOW
N2,SUBSIDENCE,10.67,22.38,12.48,2.836,70.67,31.0,68.4,60.2,0.745,3.986,1.254,100.0,CRITICAL
N5,SUBSIDENCE,4.29,13.73,15.84,1.508,82.61,34.9,78.8,96.5,0.792,4.112,0.836,100.0,CRITICAL
N2,NORMAL,0.86,1.68,0.59,0.178,2.79,32.4,75.1,83.3,0.038,0.008,0.016,11.9,LOW
N5,WARNING,2.64,3.93,2.31,0.591,11.78,29.3,66.6,91.0,0.259,0.154,0.154,38.2,MEDIUM
N2,SUBSIDENCE,8.15,34.47,10.84,3.716,41.28,37.4,71.9,73.9,0.65,3.74,1.443,100.0,CRITICAL
N4,SUBSIDENCE,10.01,43.01,9.21,2.083,36.72,36.2,75.3,97.4,1.057,1.126,0.357,100.0,CRITICAL
N1,NORMAL,0.89,0.88,0.68,0.158,1.05,32.1,83.5,88.8,0.028,0.022,0.008,10.1,LOW
N4,NORMAL,1.15,2.13,0.85,0.109,-0.99,26.7,87.8,85.2,0.032,0.041,0.001,11.5,LOW
N5,NORMAL,1.18,2.32,0.59,0.045,0.35,35.5,70.3,82.0,0.012,0.047,0.016,7.7,LOW
N6,SUBSIDENCE,9.25,22.68,20.3,1.989,71.76,36.1,89.9,90.1,1.18,2.381,1.455,100.0,CRITICAL
N6,NORMAL,0.75,0.26,0.76,0.118,-1.43,31.8,92.6,92.6,0.006,0.048,0.017,8.1,LOW
N3,NORMAL,0.79,0.92,0.85,0.125,1.87,34.0,92.6,67.3,0.025,0.021,0.0,8.5,LOW
N4,NORMAL,1.13,0.37,0.55,0.038,4.22,33.6,76.6,93.5,0.005,0.025,0.016,5.6,LOW
N2,NORMAL,0.8,0.8,0.74,0.073,3.71,35.5,75.9,73.0,0.039,0.031,0.002,8.8,LOW
N1,NORMAL,0.12,1.87,0.27,0.09,4.3,33.8,80.8,73.6,0.006,0.004,0.011,8.5,LOW
N2,SUBSIDENCE,6.57,13.54,9.61,3.368,72.44,35.3,73.2,70.7,1.636,1.422,0.803,100.0,CRITICAL
N2,NORMAL,0.22,2.25,0.17,0.175,1.14,33.7,80.5,82.8,0.049,0.004,0.011,7.7,LOW
N4,NORMAL,0.69,0.54,0.53,0.107,0.49,24.5,65.3,81.0,0.03,0.041,0.015,7.4,LOW
N1,NORMAL,1.19,1.22,0.01,0.071,1.27,37.2,84.2,69.0,0.045,0.012,0.018,9.6,LOW
N3,NORMAL,0.69,2.08,0.36,0.165,-1.39,32.3,72.2,94.3,0.015,0.099,0.012,8.7,LOW
N2,NORMAL,0.57,2.03,0.81,0.048,1.51,24.6,86.1,91.3,0.019,0.015,0.002,9.9,LOW
N1,NORMAL,0.62,1.5,0.26,0.134,2.09,35.3,65.8,92.6,0.044,0.075,0.0,8.4,LOW
N3,NORMAL,1.19,1.31,0.23,0.022,-0.95,33.6,67.6,99.7,0.025,0.081,0.017,8.7,LOW
N2,NORMAL,0.92,1.18,0.81,0.114,2.22,26.5,70.2,78.2,0.049,0.08,0.005,10.6,LOW
N1,NORMAL,0.53,1.24,0.06,0.052,3.58,36.4,70.5,74.3,0.038,0.039,0.008,5.2,LOW
N4,NORMAL,0.94,1.52,0.06,0.022,-1.87,25.8,86.7,72.4,0.033,0.062,0.001,2.5,LOW
N6,SUBSIDENCE,11.93,19.56,10.04,2.197,97.07,34.0,65.1,83.0,1.136,3.972,0.784,100.0,CRITICAL
N6,SUBSIDENCE,4.18,15.14,21.96,2.948,100.19,31.3,72.6,79.2,0.386,2.223,1.328,100.0,CRITICAL
N2,NORMAL,0.62,2.48,0.35,0.173,4.38,36.4,91.8,63.4,0.022,0.094,0.015,13.2,LOW
N2,NORMAL,1.09,1.33,0.64,0.068,2.52,26.8,85.2,93.2,0.001,0.037,0.013,7.6,LOW
N1,SUBSIDENCE,3.82,30.35,14.45,3.448,87.31,32.5,77.2,99.7,0.982,2.112,1.482,100.0,CRITICAL
N6,NORMAL,0.3,0.63,0.98,0.125,1.64,31.2,78.1,77.5,0.003,0.036,0.009,5.5,LOW
N2,WARNING,3.49,7.86,1.26,0.276,33.25,30.6,65.5,93.1,0.13,0.528,0.204,48.1,MEDIUM
N3,SUBSIDENCE,9.93,9.53,20.15,3.707,55.63,32.3,73.4,69.3,0.42,2.292,1.344,100.0,CRITICAL
N2,NORMAL,0.49,2.49,0.88,0.108,3.66,29.1,89.0,84.6,0.016,0.062,0.017,11.9,LOW
N6,NORMAL,0.78,0.29,0.9,0.144,-1.74,25.2,84.2,69.3,0.031,0.075,0.016,10.7,LOW
N5,SUBSIDENCE,7.34,27.48,4.49,1.783,94.81,37.1,71.0,89.2,1.564,2.021,0.802,100.0,CRITICAL
N6,NORMAL,0.55,2.47,0.6,0.044,-0.8,24.2,68.0,71.6,0.001,0.071,0.009,9.4,LOW
N3,NORMAL,0.57,2.36,0.54,0.163,-0.25,32.3,82.2,85.8,0.017,0.088,0.01,8.3,LOW
N1,NORMAL,0.75,1.8,0.15,0.134,-0.95,37.5,72.6,96.8,0.017,0.083,0.012,9.8,LOW
N3,NORMAL,0.81,1.05,0.79,0.173,3.46,35.9,87.5,85.6,0.0,0.001,0.003,8.5,LOW
N5,WARNING,2.8,5.91,2.04,0.591,33.05,28.9,80.2,78.9,0.237,0.707,0.075,52.4,HIGH
N5,WARNING,2.27,6.02,3.57,0.686,9.52,35.1,76.5,72.4,0.073,0.318,0.19,44.9,MEDIUM
N2,SUBSIDENCE,4.61,16.81,5.81,1.798,85.71,30.1,78.2,79.9,0.493,1.989,0.911,100.0,CRITICAL
N2,NORMAL,0.95,2.14,0.19,0.079,2.03,27.2,77.5,73.5,0.025,0.008,0.007,10.3,LOW
N6,NORMAL,0.86,1.12,0.24,0.119,3.09,26.8,92.1,65.0,0.005,0.025,0.004,9.2,LOW
N4,NORMAL,1.06,1.11,0.64,0.091,2.19,37.0,92.5,62.8,0.028,0.043,0.006,10.6,LOW
N3,NORMAL,0.35,1.52,0.98,0.136,3.73,30.8,90.8,68.7,0.016,0.022,0.005,10.8,LOW
N6,NORMAL,0.73,2.06,0.5,0.087,0.43,36.2,78.6,63.2,0.03,0.082,0.02,9.3,LOW
N4,SUBSIDENCE,4.52,9.09,10.53,2.411,96.55,37.4,67.6,69.7,0.429,1.644,0.888,100.0,CRITICAL
N6,SUBSIDENCE,8.12,20.0,21.86,2.31,103.35,30.0,78.1,62.5,1.711,1.76,0.658,100.0,CRITICAL
N5,NORMAL,0.99,0.5,0.89,0.112,1.37,27.8,76.1,79.5,0.033,0.093,0.006,9.2,LOW
N2,WARNING,1.37,6.24,2.56,0.488,12.49,27.4,89.5,72.0,0.26,0.379,0.17,40.2,MEDIUM
N2,NORMAL,1.11,1.25,0.15,0.118,1.9,25.9,65.9,95.7,0.021,0.082,0.008,8.0,LOW
N6,NORMAL,0.61,1.49,0.11,0.098,1.73,37.6,69.6,96.6,0.023,0.095,0.011,8.7,LOW
N2,WARNING,2.47,4.13,3.24,0.497,22.27,29.0,92.2,67.2,0.093,0.576,0.088,46.1,MEDIUM
N1,NORMAL,1.08,1.35,0.18,0.15,2.57,25.9,89.3,71.1,0.017,0.03,0.008,9.9,LOW
N6,SUBSIDENCE,10.53,35.06,20.95,1.092,61.19,37.6,67.0,79.0,1.236,3.977,0.445,100.0,CRITICAL
N5,WARNING,1.39,3.32,3.32,0.191,21.66,33.8,87.7,83.6,0.075,0.668,0.206,39.2,MEDIUM
N6,NORMAL,0.63,1.14,0.66,0.081,-1.98,37.9,75.6,64.3,0.005,0.065,0.007,6.1,LOW
N6,WARNING,1.96,6.28,2.58,0.528,8.34,32.8,71.9,67.3,0.257,0.732,0.053,44.1,MEDIUM
N2,NORMAL,0.33,1.4,0.89,0.151,-1.0,31.9,89.3,94.5,0.025,0.015,0.009,8.8,LOW
N5,NORMAL,0.13,1.79,0.41,0.099,-0.45,36.3,67.1,76.3,0.002,0.084,0.005,8.5,LOW
N6,NORMAL,0.92,0.79,0.97,0.122,-0.48,35.5,94.3,68.8,0.04,0.098,0.005,9.9,LOW
N2,NORMAL,0.36,1.85,0.95,0.131,1.53,27.0,78.5,80.0,0.005,0.092,0.001,10.2,LOW
N3,WARNING,1.33,2.95,1.38,0.203,34.32,33.9,84.7,79.9,0.109,0.716,0.2,39.3,MEDIUM
N5,NORMAL,0.72,2.25,0.78,0.057,-1.27,29.4,70.2,84.9,0.015,0.013,0.019,8.0,LOW
N4,WARNING,2.12,3.7,1.17,0.233,21.9,33.1,72.3,71.0,0.238,0.748,0.155,39.3,MEDIUM
N1,NORMAL,0.56,2.2,0.44,0.058,4.44,32.8,93.7,92.3,0.021,0.008,0.011,10.2,LOW
N4,NORMAL,0.21,1.38,0.43,0.083,-1.02,32.1,71.6,64.9,0.019,0.047,0.004,7.5,LOW
N5,WARNING,3.46,6.29,2.78,0.367,11.25,27.9,74.5,66.4,0.083,0.144,0.181,39.7,MEDIUM
N6,NORMAL,0.23,1.34,0.73,0.179,0.38,31.3,66.0,79.3,0.033,0.012,0.011,7.0,LOW
N2,NORMAL,0.64,1.06,0.57,0.027,3.91,29.3,94.6,67.2,0.026,0.003,0.02,6.2,LOW
N5,NORMAL,0.13,1.84,0.95,0.032,3.15,34.9,76.1,96.2,0.003,0.079,0.012,6.6,LOW
N1,NORMAL,0.43,0.85,0.96,0.04,2.15,28.0,90.4,75.6,0.029,0.024,0.006,8.7,LOW
N5,NORMAL,0.49,1.66,0.5,0.088,2.97,24.9,95.0,83.9,0.021,0.022,0.015,8.4,LOW
N2,WARNING,1.7,3.59,1.82,0.681,29.8,34.3,82.6,68.3,0.086,0.52,0.23,41.3,MEDIUM
N4,NORMAL,1.14,2.25,0.32,0.1,-1.43,36.3,73.4,89.7,0.032,0.005,0.018,7.1,LOW
N3,NORMAL,0.58,2.14,0.06,0.101,0.78,26.8,84.0,75.6,0.013,0.021,0.014,7.5,LOW
N4,SUBSIDENCE,5.56,37.0,10.55,0.802,98.84,37.8,77.5,66.8,0.772,3.843,0.933,100.0,CRITICAL
N2,NORMAL,0.12,1.99,0.78,0.051,4.69,28.0,92.9,84.4,0.047,0.037,0.003,6.5,LOW
N2,SUBSIDENCE,11.27,8.84,21.84,2.917,48.93,34.0,85.8,76.5,1.06,3.834,0.426,100.0,CRITICAL
N1,NORMAL,0.7,2.13,0.95,0.109,2.92,25.4,71.2,70.8,0.016,0.033,0.018,15.1,LOW
N5,NORMAL,0.2,1.74,0.91,0.024,-0.23,37.2,94.7,75.8,0.046,0.047,0.018,7.8,LOW
N5,SUBSIDENCE,6.42,35.7,14.7,3.024,74.93,29.3,75.7,85.2,1.071,1.965,0.995,100.0,CRITICAL
N4,NORMAL,0.8,1.53,0.67,0.086,2.16,29.9,65.5,88.0,0.005,0.048,0.012,10.1,LOW
N3,WARNING,2.25,3.36,3.92,0.717,9.76,33.6,78.4,95.9,0.227,0.462,0.087,44.0,MEDIUM
N3,NORMAL,0.87,1.37,0.45,0.025,-0.87,24.2,88.7,79.1,0.002,0.006,0.001,5.4,LOW
N1,NORMAL,0.92,0.59,0.84,0.035,0.25,32.8,65.3,91.7,0.019,0.024,0.003,6.2,LOW
N2,NORMAL,0.15,2.42,0.87,0.086,-1.0,28.5,81.8,76.6,0.044,0.064,0.01,7.4,LOW
N1,NORMAL,0.61,2.14,0.95,0.174,4.36,32.8,77.1,87.5,0.04,0.045,0.002,13.3,LOW
N5,SUBSIDENCE,5.38,36.3,7.07,3.54,103.38,37.2,85.8,81.1,1.65,2.082,0.737,100.0,CRITICAL
N6,NORMAL,1.16,1.39,0.24,0.129,1.59,37.6,69.4,78.9,0.01,0.015,0.007,8.4,LOW
N6,SUBSIDENCE,6.28,42.89,10.79,1.531,70.87,33.9,65.3,79.9,0.531,2.204,1.166,100.0,CRITICAL
N6,SUBSIDENCE,10.41,28.82,12.47,2.182,75.25,33.8,94.4,82.2,0.411,3.759,1.321,100.0,CRITICAL
N2,NORMAL,0.13,1.27,0.4,0.051,1.74,35.7,80.3,68.7,0.023,0.017,0.01,3.9,LOW
N1,NORMAL,0.85,2.2,0.35,0.031,4.4,25.7,78.0,61.7,0.034,0.099,0.014,10.2,LOW
N4,SUBSIDENCE,6.4,37.06,14.0,2.333,98.59,38.5,69.9,88.3,0.566,2.793,1.059,100.0,CRITICAL
N5,SUBSIDENCE,3.89,28.99,15.61,3.648,59.29,36.3,91.8,60.6,1.345,1.143,0.528,100.0,CRITICAL
N6,NORMAL,0.28,0.68,0.52,0.045,4.83,31.9,92.4,97.4,0.019,0.014,0.015,4.8,LOW
N3,NORMAL,1.04,1.5,0.22,0.089,1.38,31.9,76.7,64.8,0.049,0.025,0.009,7.5,LOW
N1,NORMAL,1.08,2.04,0.26,0.092,3.15,35.4,65.8,92.4,0.049,0.017,0.013,9.7,LOW
N5,WARNING,3.02,7.58,1.25,0.251,20.56,30.3,71.9,79.0,0.268,0.712,0.181,48.2,MEDIUM
N5,NORMAL,0.34,1.98,0.42,0.106,2.77,27.4,73.9,62.4,0.026,0.076,0.016,8.1,LOW
N3,WARNING,1.41,7.06,1.64,0.656,34.58,37.2,70.4,93.4,0.111,0.422,0.144,46.0,MEDIUM
N3,NORMAL,1.15,1.48,0.15,0.073,4.71,36.7,82.7,96.9,0.008,0.049,0.004,11.1,LOW
N3,NORMAL,1.14,1.32,0.94,0.02,-0.66,35.0,84.9,96.5,0.037,0.053,0.02,7.5,LOW
N6,NORMAL,0.47,0.59,0.55,0.058,-0.37,35.9,83.4,72.2,0.015,0.068,0.0,4.7,LOW
N6,NORMAL,0.22,2.02,0.44,0.09,1.29,30.0,94.2,75.9,0.021,0.051,0.013,5.4,LOW
N1,NORMAL,0.34,2.45,0.3,0.119,3.8,30.4,67.2,77.9,0.0,0.028,0.011,9.6,LOW
N3,NORMAL,0.22,0.77,0.75,0.049,2.66,37.3,85.0,90.8,0.049,0.025,0.005,6.2,LOW
N4,NORMAL,0.97,1.88,0.98,0.064,1.63,36.3,89.4,70.6,0.033,0.071,0.004,11.8,LOW
N5,NORMAL,0.7,0.88,0.37,0.105,1.78,24.2,69.2,78.8,0.027,0.054,0.013,6.5,LOW
N3,NORMAL,0.88,1.37,0.63,0.175,3.11,29.0,86.2,97.2,0.047,0.002,0.009,13.3,LOW
N5,SUBSIDENCE,3.84,10.12,16.11,1.944,50.23,30.1,88.5,82.5,1.732,0.852,0.592,100.0,CRITICAL
N2,NORMAL,0.46,0.59,0.22,0.026,3.86,36.7,85.4,74.1,0.006,0.082,0.003,6.5,LOW
N2,NORMAL,0.53,0.85,0.21,0.166,-0.71,30.5,75.7,99.9,0.009,0.036,0.02,6.0,LOW
N3,NORMAL,0.91,2.37,0.25,0.141,4.23,31.9,70.8,77.3,0.026,0.042,0.006,10.9,LOW
N5,SUBSIDENCE,9.3,32.14,16.6,2.774,35.2,28.2,86.5,77.3,0.34,2.947,1.457,100.0,CRITICAL
N2,NORMAL,0.25,0.28,0.71,0.043,0.09,29.4,88.8,60.3,0.02,0.071,0.008,7.8,LOW
N3,WARNING,2.93,5.37,2.63,0.377,7.77,36.5,89.4,91.9,0.073,0.339,0.186,39.0,MEDIUM
N5,WARNING,1.21,3.55,3.84,0.676,8.8,35.2,93.3,96.8,0.209,0.403,0.022,37.9,MEDIUM
N3,WARNING,2.08,6.83,2.49,0.739,33.9,27.1,71.4,82.3,0.243,0.43,0.227,56.8,HIGH
N6,NORMAL,1.0,0.34,0.78,0.172,1.82,29.5,86.0,75.3,0.011,0.063,0.004,6.8,LOW
N5,WARNING,2.31,5.5,2.02,0.224,20.33,24.7,89.8,81.3,0.172,0.399,0.062,41.8,MEDIUM
N2,NORMAL,1.18,2.45,0.58,0.098,-0.69,32.4,83.5,97.7,0.019,0.079,0.019,12.2,LOW
N3,NORMAL,0.24,1.61,0.59,0.053,3.42,28.2,78.1,64.5,0.006,0.006,0.01,5.8,LOW
N2,WARNING,2.24,4.92,3.9,0.592,32.61,27.6,77.8,95.0,0.245,0.651,0.219,54.8,HIGH
N3,NORMAL,0.17,0.33,0.65,0.166,3.56,34.8,88.8,83.2,0.04,0.036,0.012,7.6,LOW
N1,WARNING,3.04,2.65,3.83,0.676,6.56,25.3,94.0,74.3,0.155,0.744,0.138,42.9,MEDIUM
N2,NORMAL,0.67,1.65,0.83,0.16,2.57,26.7,91.8,68.6,0.047,0.022,0.018,12.9,LOW
N2,WARNING,2.85,6.99,2.17,0.245,15.88,27.8,84.5,62.3,0.065,0.562,0.18,43.9,MEDIUM
N4,NORMAL,0.13,1.14,0.48,0.023,2.13,26.1,80.9,91.6,0.042,0.041,0.015,6.7,LOW
N6,NORMAL,0.85,1.99,0.72,0.039,-1.28,33.5,66.3,79.9,0.049,0.048,0.015,8.5,LOW
N2,NORMAL,0.67,2.06,0.96,0.066,-1.59,27.8,72.3,60.1,0.024,0.003,0.008,13.2,LOW
N5,SUBSIDENCE,5.63,19.84,20.4,1.054,92.52,34.7,67.9,68.2,1.387,2.007,1.384,100.0,CRITICAL
N3,NORMAL,0.54,2.42,0.26,0.089,1.92,24.8,77.9,91.2,0.018,0.07,0.013,8.3,LOW
N1,NORMAL,0.8,1.26,0.73,0.127,3.86,33.5,92.7,76.5,0.003,0.054,0.013,8.3,LOW
N5,NORMAL,0.97,2.01,0.27,0.063,4.6,28.4,84.9,71.6,0.016,0.041,0.012,10.4,LOW
N5,WARNING,2.41,5.58,3.4,0.67,25.45,28.2,93.2,64.3,0.118,0.425,0.149,49.8,MEDIUM
N5,NORMAL,1.02,1.18,0.95,0.105,3.11,32.7,91.8,93.7,0.037,0.07,0.001,11.8,LOW
N5,NORMAL,1.11,1.22,0.45,0.149,0.12,33.0,73.9,86.9,0.038,0.05,0.005,12.2,LOW
N1,NORMAL,0.73,1.86,0.6,0.141,4.97,37.3,82.9,64.1,0.023,0.06,0.002,12.9,LOW
N4,NORMAL,0.54,0.39,0.5,0.064,0.38,26.0,87.5,65.1,0.003,0.076,0.017,4.9,LOW
N6,NORMAL,0.19,0.46,0.03,0.08,4.67,35.5,69.6,69.2,0.045,0.033,0.016,5.0,LOW
N2,NORMAL,0.86,0.81,0.94,0.057,3.59,24.5,89.9,75.1,0.038,0.05,0.005,8.8,LOW
N5,WARNING,1.98,2.74,1.45,0.39,25.72,28.0,77.3,74.4,0.102,0.215,0.08,34.2,MEDIUM
N2,NORMAL,0.18,1.62,0.13,0.159,4.02,37.9,72.5,85.4,0.004,0.041,0.01,6.0,LOW
N2,NORMAL,0.6,1.97,0.25,0.129,-1.09,34.8,82.3,61.5,0.001,0.002,0.01,9.8,LOW
N5,NORMAL,0.71,0.46,0.97,0.076,1.52,27.6,86.5,90.2,0.017,0.047,0.019,8.6,LOW
N4,SUBSIDENCE,5.12,34.98,15.66,1.754,74.2,39.1,88.1,81.4,1.185,3.895,0.406,100.0,CRITICAL
N2,SUBSIDENCE,10.1,35.13,12.28,1.909,109.15,36.9,91.7,79.1,1.627,4.318,0.311,100.0,CRITICAL
N3,WARNING,3.25,3.05,1.18,0.346,5.79,33.2,79.0,70.2,0.221,0.749,0.088,31.8,MEDIUM
N2,NORMAL,1.11,2.4,0.13,0.143,-0.68,33.5,90.7,91.2,0.024,0.036,0.005,10.1,LOW
N6,NORMAL,0.89,0.35,0.1,0.094,1.89,24.5,90.6,65.1,0.036,0.036,0.0,5.7,LOW
N5,NORMAL,1.13,0.97,0.58,0.047,1.18,34.7,91.6,69.8,0.044,0.098,0.015,6.6,LOW
N1,NORMAL,0.91,1.48,0.26,0.029,-0.59,31.9,76.7,60.6,0.033,0.057,0.001,9.0,LOW
N2,NORMAL,1.1,0.79,0.55,0.114,1.49,30.1,67.5,66.6,0.012,0.041,0.006,11.8,LOW
N4,WARNING,1.52,5.77,2.97,0.701,12.86,29.5,73.7,75.5,0.148,0.536,0.244,44.9,MEDIUM
N3,SUBSIDENCE,6.13,11.15,10.23,2.769,48.71,35.8,74.5,68.0,1.55,3.521,0.948,100.0,CRITICAL
N3,WARNING,3.14,7.0,3.21,0.326,15.31,26.6,71.7,61.9,0.145,0.229,0.195,45.7,MEDIUM
N1,NORMAL,0.83,2.34,0.48,0.164,3.89,33.3,75.3,88.4,0.04,0.017,0.008,11.9,LOW
N6,WARNING,1.86,4.66,3.19,0.247,28.6,36.7,86.5,84.8,0.228,0.415,0.121,42.4,MEDIUM
N1,NORMAL,1.05,0.96,0.29,0.054,1.64,25.6,91.2,96.9,0.049,0.093,0.009,10.6,LOW
N6,NORMAL,0.29,2.23,0.45,0.022,4.6,27.0,81.7,97.7,0.002,0.003,0.019,8.3,LOW
